nid	v	maxdeg	max_ratio	argmax_alpha
v25CCCCACCACACACCACACCACACACACACACACACACAAACAAAAE	25	6	8.657605808565235e-07	21.872676300000002
v25CCCCACCACACACCACACCACACACACCAACACACAACAACAAAAE	25	6	2.5721670573284675e-07	43.466993469328585
v25CCCCACCACACACCACACCACACACACCAACACACAACAACAAABE	25	6	2.196175615507746e-07	43.466993469328585
v25CCCCACCACACACCACACCACACACACCAACACACAACACADEABE	25	6	3.5994858555645326e-07	43.466993469328585
v25CCCCACCACACACCACACCACACACACCAACACCACAACADABEAE	25	6	5.285154817345355e-07	43.466993469328585
v25CCCCACCACACCACACACACACACACACACACACAACACAACAAAE	25	6	5.143707711722442e-07	21.872676300000002
v25CCCCACCACACCACACACACACACACACACACACACAACAACAAAE	25	6	1.4968874976572276e-07	43.466993469328585
v25CCCCACCACACCACACACACACACACACACACACACAACACAAABE	25	6	2.2215703844539756e-07	21.872676300000002
v25CCCCACCACACCACACACACACACACACACACACACACAACAAAAE	25	6	2.4707383596597373e-07	43.466993469328585
v25CCCCACCACACCACACACACACACCAACACACACAACCAACAADEE	25	6	4.536471012692928e-06	21.872676300000002
v25CCCCACCACACCACACACACACACCAACACACACACACAACAAAAE	25	6	2.7354166496782763e-07	43.466993469328585
v25CCCCACCACACCACACACACACACCACAACACACAACACAACAAAE	25	6	3.995392892325109e-07	43.466993469328585
v25CCCCACCACACCACACACACACACCACACACACACAACAAACAAAE	25	6	3.5862404858563433e-07	21.872676300000002
v25CCCCACCACACCACACACACACACCACACACACACAACAACAAAAE	25	6	4.645792917587327e-07	21.872676300000002
v25CCCCACCACACCACACACACACACCACACACACACAACAACAAABE	25	6	6.710003829483029e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACAACACACACACACAACAAAAE	25	6	3.262791390690576e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACACAACACACAACACAACAAAE	25	6	3.406774689407647e-07	49.112965600533286
v25CCCCACCACACCACACACCACACACACAACACCAACACACAAABBE	25	6	3.017343264873064e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACACAACACCACAACACAAABAE	25	6	2.7821657084096227e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACACACAACACACAACACAAABE	25	6	6.291052801676357e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACACACAACACACACAACAAAAE	25	6	2.1096748150205137e-07	49.112965600533286
v25CCCCACCACACCACACACCACACACACACAACCAACACAACAADEE	25	6	2.1577789517149477e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACACACAACCAACACACAAABBE	25	6	2.0342892857945748e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACACACACACAACAACAACAAAE	25	6	3.275361188572503e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACACACACACAACACAAACAAAE	25	6	1.6920205612571989e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACACACACACAACACAACAAAAE	25	6	1.7186570757105104e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACACACACACAACACAACAADEE	25	6	1.600871033472349e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACACACACACACAACAACAAAAE	25	6	2.0923925908260657e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACACACACACACAACAACAAABE	25	6	1.6916044584560645e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACACACACACACAACACAAAABE	25	6	1.6825644664221085e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACACACACACACAACACAAABAE	25	6	2.0369015348917454e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACACACACACCAAACACAAAABE	25	6	4.3208237399222686e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACACACACACCAACAACAAAABE	25	6	2.882186926373215e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACCAACACACAACAACAACAAAE	25	6	8.867481066787186e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACAACAACCAAABAE	25	6	7.53864253639363e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACACAAACCAAABAE	25	6	9.283061809378008e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACACAACACAAAABE	25	6	3.8837165781721326e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACACAACACAAABAE	25	6	3.538051325503597e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACCAACACACACAACACDEAABE	25	6	4.150992653857862e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACACACAACDEAAAE	25	6	7.907803386618729e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACCAAACACAAAABE	25	6	3.349666218738856e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCAACACACCAACAACAAAABE	25	6	5.220418840016168e-07	43.466993469328585
v25CCCCACCACACCACACACCACACACCAACACACCAACAADCAAAEE	25	6	5.739455753078837e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCACACACACAAACACAAAABE	25	6	2.084669428341961e-07	55.27909663310495
v25CCCCACCACACCACACACCACACACCACACACACAACAACAAAABE	25	6	2.4312288973175417e-07	21.872676300000002
v25CCCCACCACACCACACACCACACACCACACACACCAAABACAAAAE	25	6	2.232160589469552e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACACAACAACACAACAAAE	25	6	1.6510645101410195e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACACAACACAACAACAAAE	25	6	1.6207460083404026e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACACAACCAACACAADEBE	25	6	1.4719550945271892e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACACAACCACAACAADEAE	25	6	1.859475117881949e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACCAAACCAACACAADEBE	25	6	2.8225232658367134e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACCAACACAACADECAAAE	25	6	1.6098002738549753e-07	55.27909663310495
v25CCCCACCACACCACCACACCACACACAACCAACACACAACAADBEE	25	6	1.9844112813488884e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACCACAACAACADECAAAE	25	6	1.6504656613473978e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACAACCACAACCAACADEDAEE	25	6	1.5992857849470012e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACACACAACACAACAAACAAAE	25	6	3.325565392393805e-07	21.872676300000002
v25CCCCACCACACCACCACACCACACACACACAACACAACAACAAAAE	25	6	1.5867729269408205e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACACACAACACACAAACAAAAE	25	6	2.2860991598539892e-07	43.466993469328585
v25CCCCACCACACCACCACACCACACACACACAACACACAAACADEAE	25	6	2.4820603966082064e-07	43.466993469328585
v25CCCCACCACCACACCACACACACAACACCACACACACAAACAAAAE	25	6	4.672043130576752e-07	21.872676300000002
v25CCCCACCACCACACCACACACACACAACACACACACACAACAAAAE	25	6	4.5814507203901103e-07	21.872676300000002
v25CCCCACCACCACACCACACACACACAACCAACACACACAACAAAAE	25	6	5.395933015030979e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACAACCACACAACACAACAAAAE	25	6	4.400964357192594e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACAACCACACACAACAACAAAAE	25	6	3.972949393562772e-07	49.112965600533286
v25CCCCACCACCACACCACACACACACACACAACACACAACACAAABE	25	6	4.037833095460118e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACACACAACACACACAACAAAAE	25	6	1.7466336958497919e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACACACACAACACAACAACAAAE	25	6	2.260967260416997e-07	21.872676300000002
v25CCCCACCACCACACCACACACACACACACACAACACAACACAAABE	25	6	2.950345687421883e-07	21.872676300000002
v25CCCCACCACCACACCACACACACACACACACACAACAACAACAAAE	25	6	3.1653081162574084e-07	21.872676300000002
v25CCCCACCACCACACCACACACACACACACACACAACACAAACAAAE	25	6	1.818940020758559e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACACACACACAACACAACAAAAE	25	6	2.0868611683783453e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACACACACACACAACAACAAAAE	25	6	1.97834971375606e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACACACACACACACAAACAAAAE	25	6	3.8726281397688784e-07	21.872676300000002
v25CCCCACCACCACACCACACACACACACACCAACACACAAACADEAE	25	6	2.6747061778520797e-07	43.466993469328585
v25CCCCACCACCACACCACACACACACACACCAACACACAACAADEAE	25	6	3.56212256881588e-07	43.466993469328585
v25CCCCACCACCACACCACACACACCAACACACACAACACCAAABABE	25	6	1.7227792379489872e-07	43.466993469328585
v25CCCCACCACCACACCACACCAACCACACACAACACAACAAACAAAE	25	6	2.0710602748187696e-07	55.27909663310495
v25CCCCACCACCACACCACACCAACCACACACACAACCAACAAADAEE	25	6	2.997800504757043e-07	43.466993469328585
v25CCCCACCACCACACCACACCACACACACACAACACAACAACAAAAE	25	6	1.9353195730674284e-07	43.466993469328585
v26CCACCCACCACACCACCACACCACACACCABACCACABABCACABABE	26	6	3.064845810480559e-07	21.872676300000002
v26CCCACACACCAACACACCAACACACCAACACACCAACACACCAACAAE	26	6	3.378966093379924e-05	2.1000000000000014
v26CCCACACACCACACACACCACACACAACCACACACAACACACACAAAE	26	6	3.2153135352939946e-06	21.872676300000002
v26CCCACACACCACACACACCACACACACACACACACAACACACACAAAE	26	6	5.225780482176648e-07	21.872676300000002
v26CCCACACACCACACACACCACACACACACACACACACAACACACAAAE	26	6	1.515093831731671e-06	21.872676300000002
v26CCCACACACCACACACACCACACACACACCACACACACAAACACAABE	26	6	7.568068539156365e-07	21.872676300000002
v26CCCACACCACACAACCACACAACCACACAACCACACAACCACACAAAE	26	6	1.8146415216199135e-06	2.1000000000000014
v26CCCACACCACACACACACACACACACACACACACACACACACACAABE	26	6	1.4026706307837457e-06	21.872676300000002
v26CCCACACCACACACACCACACACAACCACACACAACACACACAACAAE	26	6	1.0680993345006796e-06	21.872676300000002
v26CCCACACCACACACACCACACACAACCACACACAACCACACACAAAAE	26	6	3.6550744035772944e-06	21.872676300000002
v26CCCACACCACACACACCACACACACACACACACAACACACACAACAAE	26	6	7.318447324494716e-07	21.872676300000002
v26CCCACACCACACACACCACACACACACACACACACAACACACACAABE	26	6	3.0611667704145253e-07	43.466993469328585
v26CCCACACCACACACACCACACACACACACACACACACACACACAAAAE	26	6	3.2498627496518593e-07	21.872676300000002
v26CCCACACCACACACACCACACACACACACACACACACACACACAADEE	26	6	1.1142257135386493e-06	21.872676300000002
v26CCCACACCACACACACCACACACACACACACACACACACACACADEAE	26	6	3.3001717118112846e-07	21.872676300000002
v26CCCACACCACACACACCACACACACACCAACACACACACCAABACAAE	26	6	1.8417903354896766e-06	21.872676300000002
v26CCCACACCACACACACCACACACACACCACACACACAAACACACADEE	26	6	6.1159724446773544e-06	21.872676300000002
v26CCCACACCACACACACCACACACACACCACACACACAACAACACAAAE	26	6	1.4697297640273999e-06	21.872676300000002
v26CCCACACCACACACACCACACACACACCACACACADECACACACAAAE	26	6	8.44607548990091e-06	2.1000000000000014
v26CCCACACCACCACACAACACCACACAACACCACACAACACACACAABE	26	6	3.4046253274671544e-07	2.1000000000000014
v26CCCACCACACCACACACAACCACACACAACCACACACAACACAACAAE	26	6	1.5937449645795986e-05	2.1000000000000014
v26CCCACCACACCACACACACACCACACACAACACACACACAACACAABE	26	6	2.54065741489049e-07	21.872676300000002
v26CCCACCACACCACACACACACCACACACAACACCACACACAAACADEE	26	6	1.807814970530038e-07	21.872676300000002
v26CCCACCACACCACACACACACCACACACAACACCACACACAACAADEE	26	6	1.4373519240196776e-07	55.27909663310495
v26CCCACCACACCACACACACACCACACACACAACCACACAACAAACAAE	26	6	2.501539632830186e-06	21.872676300000002
v26CCCACCACACCACACACACACCACACACACAACCACACACAAACADEE	26	6	2.3038156838505724e-06	21.872676300000002
v26CCCACCACACCACACACACACCACACACACAACCACACACACAAADEE	26	6	2.286854026984469e-06	21.872676300000002
v26CCCACCACACCACACACACACCACACACACAACCACACACACAABABE	26	6	3.2932669212538376e-06	21.872676300000002
v26CCCACCACACCACACACACACCACACACACAACCACACACACAABBAE	26	6	1.2009733265289024e-06	21.872676300000002
v26CCCACCACACCACACACACACCACACACACAACCACACACADECADEE	26	6	1.6967583206520862e-06	21.872676300000002
v26CCCACCACACCACACACACACCACACACACACACACACACAAACADEE	26	6	4.167970411005952e-07	21.872676300000002
v26CCCACCACACCACACACACACCACACACACACACCACACAACAAAABE	26	6	1.9814547550841814e-07	43.466993469328585
v26CCCACCACACCACACACACACCACACACACACACCACACAACADEABE	26	6	2.1350352444567554e-07	21.872676300000002
v26CCCACCACACCACACACACACCACACACACACACCACACACAAAABAE	26	6	1.964621479170713e-07	43.466993469328585
v26CCCACCACACCACACACACACCACACACACACACCACACACAADEABE	26	6	1.7963972147687048e-07	21.872676300000002
v26CCCACCACACCACACACACACCACACACACACACCACACACAADEBAE	26	6	1.7272723990112932e-07	43.466993469328585
v26CCCACCACACCACACACACACCACACACACACACCACACACADAEABE	26	6	1.9658763095122416e-07	43.466993469328585
v26CCCACCACACCACACACACACCACACACACACACCACACACADEAABE	26	6	1.6514483140206617e-07	21.872676300000002
v26CCCACCACACCACACACACACCACACACACACACCACACACADEABAE	26	6	1.639477032673905e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACAACACACACACAACACAABE	26	6	2.5086972968759085e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACAACACCACACACAAACADEE	26	6	2.614844501272988e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACAACACCACACACAACAADEE	26	6	1.9677681737521282e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACCAACACACACAACCAABABE	26	6	6.164035772353402e-07	2.1000000000000014
v26CCCACCACACCACACCAACACCACACACCAACACACACAACDEACAAE	26	6	1.534435316112405e-06	2.1000000000000014
v26CCCACCACACCACACCAACACCACACACCAACACACACACAAACADEE	26	6	3.862662746884789e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACCAACACACACACACAAADEE	26	6	9.89815094110853e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACCAACACACACACACAABABE	26	6	5.344274425705128e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACCAACACACACACACDEADEE	26	6	5.276093140309707e-06	2.1000000000000014
v26CCCACCACACCACACCAACACCACACACCAACACCACACACAAAABAE	26	6	2.3737688404193313e-07	43.466993469328585
v26CCCACCACACCACACCAACACCACACACCAACACCACACACADBEABE	26	6	4.934026115441364e-07	21.872676300000002
v26CCCACCACACCACACCAACACCACACACCAACACCACACACADBEBAE	26	6	7.115869694430504e-07	2.1000000000000014
v26CCCACCACACCACACCAACACCACACACDEACCACACACAACACAABE	26	6	2.4002954748555805e-07	43.466993469328585
v26CCCACCACACCACACCACACAACACACCACACAACACACCAACAADEE	26	6	5.950718326393851e-07	43.466993469328585
v26CCCACCACACCACACCACACAACACACCACACAACACACCACAAADEE	26	6	5.853015534573071e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACAACACAACCACACAACAAABE	26	6	3.259186380050578e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACAACACACACCACACAADAEAE	26	6	5.704229814892296e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACACAACAACCACACACAAAABE	26	6	2.644263540712534e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACACAACAACCACACACAAABAE	26	6	2.1204170160034533e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACACAACACACACACACAAAABE	26	6	6.029149807073462e-07	21.872676300000002
v26CCCACCACACCACACCACACACCACACACAACACACACACACAAABAE	26	6	3.8371573980538275e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACACACAACACACACACAAAABE	26	6	4.729234665742457e-07	21.872676300000002
v26CCCACCACACCACACCACACACCACACACACAACACACACACAAABAE	26	6	3.9891030256633285e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACACACAACACACACACADEABE	26	6	2.0256971178222208e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACACACAACACCACACADABEAE	26	6	3.563331031553349e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACACACACAACCACACADABEAE	26	6	2.4483396323786425e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACACCAAACACACACAACDEABE	26	6	1.1623951810142868e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACACCAAACACACACACADEABE	26	6	3.448134019474998e-06	21.872676300000002
v26CCCACCACACCACACCACACACCACACACCAAACACCACACADABEAE	26	6	4.653626370973136e-07	21.872676300000002
v26CCCACCACACCACACCACACACCACACACCADEACCACACAACDEABE	26	6	6.190020428834028e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACACCADEACCACACACADEABE	26	6	6.556631972865533e-07	43.466993469328585
v26CCCACCACACCACACCACACACCACACACCADEACCACACACADEBAE	26	6	6.328557860237681e-07	55.27909663310495
v26CCCACCACACCACACCACACACDEACCACACACAACCACACACAAAAE	26	6	3.820198255599414e-07	43.466993469328585
v26CCCACCACCACACACAACCACACACAACCACACACAACCAACACAAAE	26	6	2.7806612571787526e-05	21.872676300000002
v26CCCACCACCACCACAACACCACACCACAACACCACAACCAAACAAAAE	26	6	5.662629844805171e-07	21.872676300000002
v26CCCACCACCACCACAACACCACACCACAACACCACAACCAAACAADEE	26	6	1.6110897629369729e-06	21.872676300000002
v26CCCACCACCACCACAACACCACACCACAACACCACACACAAACAADEE	26	6	9.601245000696194e-06	21.872676300000002
v26CCCACCACCACCACACACAACACCACACACAACACACACACAACADEE	26	6	6.653039662706528e-07	21.872676300000002
v26CCCACCACCACCACACACAACACCACACACAACACCACACACAAAABE	26	6	2.4354122424478433e-07	43.466993469328585
v26CCCACCACCACCACACACAACACCACACACAACACCACACACAAABAE	26	6	2.444757718508484e-07	43.466993469328585
v26CCCACCACCACCACACACACCACACCAAACACACCACACACDEAAABE	26	6	2.0049938125245487e-06	21.872676300000002
v26CCCACCCACCACCACACACCAACCAACCACACACACAACAAACADEAE	26	6	2.483676276249342e-07	43.466993469328585
v26CCCACCCACCACCACACACCACACACACACACACACDEACACADEAAE	26	6	4.914492959019556e-07	43.466993469328585
v26CCCACCCACCACCACACACCACACCAACCACACAACACACADEABABE	26	6	2.396016958655305e-07	43.466993469328585
v26CCCACCCACCACCACACCAACACACACACAACCAACACACACAABDEE	26	6	5.686606892376087e-07	21.872676300000002
v26CCCACCCACCACCACACCAACACACACCACAACCAACAACAADECAAE	26	6	5.808316060529993e-07	21.872676300000002
v26CCCACCCACCACCACACCAACACCACAACACACCAABACCACAABABE	26	6	2.0666400406913676e-06	21.872676300000002
v26CCCACCCACCACCACACCACACACCACACACACACAAACAACAAAABE	26	6	1.3224468180145377e-06	21.872676300000002
v26CCCACCCACCACCCACCACCAACCAACAACCDECDECACAACAABDEE	26	7	3.2349121755666074e-05	1.8000000000000012
v26CCCACCCACCACCCACCACCACCDECCACAACCDECDEDECDEDBEBE	26	7	2.252243356338186e-06	18.74800825714286
v26CCCCACCACACACCACACACACAACCACACACACAACACACAACAAAE	26	6	1.9624125395578223e-06	21.872676300000002
v26CCCCACCACCACACCACACACACCACAACCACACAACACCADEABABE	26	6	6.665914813862291e-07	21.872676300000002
v26CCCCACCACCACACCACACCAACAACACCACACACCAAACACAAAABE	26	6	5.755368068540021e-07	43.466993469328585
v27CCCACACACACACACACACACACACACACACACACACACACACACACAAE	27	6	2.657453510584859e-05	2.1000000000000014
v27CCCACACACCACACACACACACACACACACACACACACACACACACAAAE	27	6	9.298043277600431e-07	21.872676300000002
v27CCCACACACCACACACACCACACACAACCACACACAACCACACACAAAAE	27	6	6.121309743074606e-06	21.872676300000002
v27CCCACACACCACACACACCACACACACACACACACACACACACACADEAE	27	6	1.5001477459484384e-06	21.872676300000002
v27CCCACACACCACACACACCACACACACACCACACACACAACACACAABAE	27	6	1.2238971532816651e-06	21.872676300000002
v27CCCACACACCACACACACCACACACACACCACACACACACAACACAABAE	27	6	2.610847916032411e-07	43.466993469328585
v27CCCACACACCACACACACCACACACACACCACACACADECACACACAAAE	27	6	3.0016949849590454e-07	2.1000000000000014
v27CCCACACCACACAACCACACAACCACACAACCACACAACCACACAACAAE	27	6	1.971038985868868e-06	2.1000000000000014
v27CCCACACCACACACACACACACACACACACACACACACACACACAACAAE	27	6	1.6975562165475355e-06	21.872676300000002
v27CCCACACCACACACACCACACACAACCACACACAACACACACAACACAAE	27	6	1.144264388709845e-06	21.872676300000002
v27CCCACACCACACACACCACACACAACCACACACAACCACACACAAACAAE	27	6	1.1481587936858104e-05	2.1000000000000014
v27CCCACACCACACACACCACACACAACCACACACAACCACACACAACAAAE	27	6	4.613333362451183e-06	21.872676300000002
v27CCCACACCACACACACCACACACAACCACACACAACCACACACAACAABE	27	6	2.964140057522181e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACACACACAACACACACAACACAAE	27	6	4.510112995893945e-07	21.872676300000002
v27CCCACACCACACACACCACACACACACACACACACACACACACAACAAAE	27	6	1.0061976017270368e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACACACACACACACACACAACAABE	27	6	5.783650225474351e-07	21.872676300000002
v27CCCACACCACACACACCACACACACACACACACACACACACACACAAABE	27	6	4.0824193507385e-07	21.872676300000002
v27CCCACACCACACACACCACACACACACACACACACACACACACACAABAE	27	6	1.4755316866497112e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACACAACACACACAAAAE	27	6	1.6664566545480313e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACACAACACACACADEAE	27	6	5.919195737100125e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACACAACCAACACAAAAE	27	6	6.812023559508271e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACACAACCAACACAAABE	27	6	4.861652427139832e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACACACAACACACAAAAE	27	6	1.2412939905767756e-05	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACACACAACACACAADEE	27	6	8.767537152173377e-06	21.872676300000002
v27CCCACACCACACACACCACACACACACCACACACADECACACACAACAAE	27	6	8.394426414804623e-06	21.872676300000002
v27CCCACACCACCACACAACACCACACAACACCACACAACACACACAACAAE	27	6	4.88521211822266e-07	2.1000000000000014
v27CCCACACCACCACACACAACCACACACAACCACACACAACACACACAAAE	27	6	3.5934186174199867e-06	21.872676300000002
v27CCCACACCACCACACACCACAACACACACCACAACACACACCACAABABE	27	6	2.0295821753276043e-05	21.872676300000002
v27CCCACCACACACACCACACACAACCACACACAACCACACACAACAACAAE	27	6	2.8455291127002607e-07	43.466993469328585
v27CCCACCACACCACACACAACCACACACAACCACACACAACCAACACAABE	27	6	3.479434893793479e-05	2.1000000000000014
v27CCCACCACACCACACACAACCACACACAACCACACACAACCACAACAAAE	27	6	3.987873934926784e-05	21.872676300000002
v27CCCACCACACCACACACAACCACACACAACCACACACAACCACAACAABE	27	6	4.057374203520869e-05	21.872676300000002
v27CCCACCACACCACACACACACCACACAACACACCACACAACAACACAAAE	27	6	2.6776843166596705e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACAACACACACACAACACAACAAE	27	6	3.917346232917615e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACAACACCAACACAACACAACAAE	27	6	1.3531764290597132e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACAACACCACACACAAACACAABE	27	6	2.561719118832248e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACAACACCACACACAACAACAABE	27	6	1.4294463742390616e-07	55.27909663310495
v27CCCACCACACCACACACACACCACACACAACACCACACACAACACADEAE	27	6	2.3508696634938982e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACAACCACACAACAACACAAAE	27	6	1.862185937226755e-06	21.872676300000002
v27CCCACCACACCACACACACACCACACACACAACCACACACAAACACAABE	27	6	3.3659349060624636e-06	21.872676300000002
v27CCCACCACACCACACACACACCACACACACAACCACACACACAABCADEE	27	6	3.673049504090974e-06	21.872676300000002
v27CCCACCACACCACACACACACCACACACACAACCACACACACAACADEAE	27	6	2.4977262562346626e-06	21.872676300000002
v27CCCACCACACCACACACACACCACACACACAACCACACACADECACAABE	27	6	2.7191368614799443e-06	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACACACACAAACACAABE	27	6	2.6373959129528993e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACACACACAACACADEAE	27	6	5.170787498448481e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACACACACACAACADEAE	27	6	4.404875081205182e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACCACACAACACAABABE	27	6	2.5948512317414954e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACCACACAACADEACAAE	27	6	2.153460044300663e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACCACACACAAACAADEE	27	6	1.9065312474180992e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACAACAAADEE	27	6	1.6660148690459893e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACAACAABBAE	27	6	1.959596919804205e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACAADECADEE	27	6	1.7415468165489543e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACACAAABABE	27	6	2.0728369155482072e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACACAAABBAE	27	6	2.0447966448224917e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACACAABABAE	27	6	1.907835566400112e-07	43.466993469328585
v27CCCACCACACCACACACACACCACACACACACACCACACACACADEADEE	27	6	2.5159078259999375e-07	55.27909663310495
v27CCCACCACACCACACACACACCACACACACACACCACACACACADEBABE	27	6	2.3725430366374857e-07	21.872676300000002
v27CCCACCACACCACACACACACCACACACACACACCACACACADEACADEE	27	6	1.645941827238549e-07	21.872676300000002
v27CCCACCACACCACACCAACACCAACACCAACACCAACACCAACACDEABE	27	6	1.2499620717516247e-06	2.1000000000000014
v27CCCACCACACCACACCAACACCACACACAACACCACACACAAACACAABE	27	6	3.52707746853372e-07	21.872676300000002
v27CCCACCACACCACACCAACACCACACACAACACCACACACAACAACAABE	27	6	1.9574185666759835e-07	21.872676300000002
v27CCCACCACACCACACCAACACCACACACAACACCACACACAACACADEAE	27	6	2.2053207032925946e-07	43.466993469328585
v27CCCACCACACCACACCAACACCACACACCAACACACACAACCAABACAAE	27	6	6.014939343041112e-07	2.1000000000000014
v27CCCACCACACCACACCAACACCACACACCAACACACACACAAACACAABE	27	6	2.9002409376112684e-07	21.872676300000002
v27CCCACCACACCACACCAACACCACACACCAACACACACACACAACADEAE	27	6	5.844420273732106e-07	21.872676300000002
v27CCCACCACACCACACCAACACCACACACCAACACACACACACCAABADEE	27	6	9.680798872342096e-07	2.1000000000000014
v27CCCACCACACCACACCAACACCACACACCAACACACACACACDEACAABE	27	6	1.1427263071242385e-05	2.1000000000000014
v27CCCACCACACCACACCAACACCACACACCAACACCACACACAAACAADEE	27	6	2.3926574821225823e-07	43.466993469328585
v27CCCACCACACCACACCAACACCACACACCAACACCACACACACAAABABE	27	6	8.000704174175094e-07	21.872676300000002
v27CCCACCACACCACACCAACACCACACACCAACACCACACACACAABABAE	27	6	4.177861191189231e-07	43.466993469328585
v27CCCACCACACCACACCAACACCACACACCAACACCACACACACDEAADEE	27	6	4.7093196647687535e-07	2.1000000000000014
v27CCCACCACACCACACCAACACCACACACCAACACCACACACACDEABABE	27	6	2.1505300061527092e-06	2.1000000000000014
v27CCCACCACACCACACCAACACCACACACCAACACCACACACADBECADEE	27	6	1.0511673038914197e-06	2.1000000000000014
