nid	v	max_rel	argmax_alpha	hero_abs	nrungs
v122h8fe939a1353d3843	122	0.0019739864786409715	2.1000000000000014	3.552713678800501e-15	1
v127h4fa99ecb0de114a9	127	0.17503342898669313	2.1000000000000014	3.9968028886505635e-15	1
v128h0a8234b313980563	128	6.844185324539624e-05	2.1000000000000014	1.0547118733938987e-14	1
v128h4f77b7f274aa28f7	128	0.5963816434190683	2.1000000000000014	3.774758283725532e-15	1
v128h918f570260220c9b	128	0.00017560886754633298	2.1000000000000014	5.88418203051333e-15	1
v12CCCACAACCACAACCACAAE	12	1.8944187502346618e-08	2.1000000000000014	3.3306690738754696e-16	10
v12CCCACACACACACACACAAE	12	2.7032716335629192e-08	55.27909663310495	3.3306690738754696e-16	10
v12CCCACACACCAACACACAAE	12	3.2088357228759466e-08	55.27909663310495	3.3306690738754696e-16	10
v12CCCACACACCACACAACAAE	12	1.8447296519043038e-08	55.27909663310495	6.661338147750939e-16	10
v12CCCACACACCACACACAAAE	12	2.2127039422215437e-08	55.27909663310495	4.440892098500626e-16	10
v12CCCACACACCACACACAABE	12	2.3076952726638775e-08	49.112965600533286	2.220446049250313e-16	10
v12CCCACACCAACACACCAABE	12	2.1657929248471747e-08	55.27909663310495	5.551115123125783e-16	10
v12CCCACACCACACAACACAAE	12	2.7613489558060303e-08	55.27909663310495	2.220446049250313e-16	10
v12CCCACACCACACACAACAAE	12	1.9641324110152745e-08	55.27909663310495	3.3306690738754696e-16	10
v12CCCACACCACACACACAAAE	12	2.445081212715823e-08	55.27909663310495	7.771561172376096e-16	10
v12CCCACACCACCACACAAAAE	12	4.04900911967663e-08	43.466993469328585	3.3306690738754696e-16	10
v12CCCACACCACCACACAAABE	12	3.709792052964741e-08	55.27909663310495	3.3306690738754696e-16	10
v12CCCACACCACCACACAABAE	12	2.5408518528110125e-08	55.27909663310495	6.661338147750939e-16	10
v12CCCACCACACACACAACAAE	12	2.6425854637681833e-08	55.27909663310495	2.220446049250313e-16	10
v12CCCACCACACACACACAABE	12	2.4563265319408794e-08	55.27909663310495	2.220446049250313e-16	10
v12CCCACCACACCACAACAABE	12	1.4664067276531658e-08	21.872676300000002	7.771561172376096e-16	10
v12CCCACCACACCACACAAAAE	12	3.442937769556041e-08	55.27909663310495	3.3306690738754696e-16	10
v12CCCACCACACCACACAAABE	12	2.9735432064460134e-08	55.27909663310495	7.771561172376096e-16	10
v12CCCACCACACCACACDEAAE	12	3.722722223394353e-08	55.27909663310495	1.2212453270876722e-15	10
v12CCCACCACACCACACDEABE	12	3.576576052172867e-08	43.466993469328585	6.661338147750939e-16	10
v12CCCACCACCACACAACADEE	12	2.8710364473061582e-08	55.27909663310495	3.3306690738754696e-16	10
v12CCCACCACCACACACAAAAE	12	2.479765201038593e-08	55.27909663310495	4.440892098500626e-16	10
v12CCCCACCACACACAACAAAE	12	2.5213892529715286e-08	55.27909663310495	2.220446049250313e-16	10
v130h4da8aa291a5b8b58	130	0.634622331488064	2.1000000000000014	1.5543122344752192e-15	1
v130hb37a8a4bf1c4c5b2	130	0.2947768713640371	2.1000000000000014	5.440092820663267e-15	1
v132h1603e125d77882ba	132	0.004482450771697566	2.1000000000000014	8.215650382226158e-15	1
v135h092af6d7c2f7fe27	135	0.29755413609810216	2.1000000000000014	7.327471962526033e-15	1
v137hb0c7acff201fd2bd	137	0.0009101358573080226	2.1000000000000014	9.769962616701378e-15	1
v13CCACCACAACCACAACCACAAE	13	1.4180599173566822e-08	55.27909663310495	4.440892098500626e-16	10
v13CCACCCACCACACACAACAAAE	13	3.527395406323499e-08	55.27909663310495	3.3306690738754696e-16	10
v13CCCACACACACACACACACAAE	13	2.769881231634436e-08	55.27909663310495	8.881784197001252e-16	10
v13CCCACACACCAACACACCAABE	13	5.710098013132874e-08	43.466993469328585	4.440892098500626e-16	10
v13CCCACACACCACACAACACAAE	13	1.7216746009123984e-08	43.466993469328585	3.3306690738754696e-16	10
v13CCCACACACCACACACAACAAE	13	3.9766654420136405e-08	55.27909663310495	4.440892098500626e-16	10
v13CCCACACACCACACACACAAAE	13	2.7460108798730805e-08	55.27909663310495	3.3306690738754696e-16	10
v13CCCACACACCACACACACADEE	13	2.1694098958791368e-08	55.27909663310495	7.771561172376096e-16	10
v13CCCACACCACACACAACACAAE	13	2.0848932426530374e-08	55.27909663310495	4.440892098500626e-16	10
v13CCCACACCACACACACAACAAE	13	2.4453419218520536e-08	55.27909663310495	4.440892098500626e-16	10
