nid	v	max_rel	argmax_alpha	hero_abs	nrungs
v24CCCACCACCACACACCACACCACACACACACAACCAACAADAEE	24	6.856080386356507e-07	21.872676300000002	5.551115123125783e-16	10
v24CCCACCACCACCACAACACCACACCAAACACCACACACDEAABE	24	4.1124954776867936e-07	21.872676300000002	8.881784197001252e-16	10
v24CCCACCACCACCACACAACACACCACACAACACACACACAAAAE	24	5.381346936808679e-07	43.466993469328585	7.771561172376096e-16	10
v24CCCACCACCACCACACACACCACACCAAACACACAACACDEAAE	24	2.975617166392847e-07	43.466993469328585	9.992007221626409e-16	10
v24CCCACCACCACCACACCACACCACACACACACACAAACAAADEE	24	5.52162305366739e-07	43.466993469328585	5.551115123125783e-16	10
v24CCCACCCACCACCACACCAACAACACCACACACCAAACAADEAE	24	1.0154703645531541e-07	43.466993469328585	1.2212453270876722e-15	10
v24CCCACCCACCACCACACCACACACACACACAACAACACAAABAE	24	1.2057109270459167e-07	43.466993469328585	5.551115123125783e-16	10
v24CCCCACCACACACACACACACACACACACACACACACAACAAAE	24	1.5363817488329044e-07	43.466993469328585	6.661338147750939e-16	10
v24CCCCACCACACACACACCAACACACACACCAACACACAACAAAE	24	1.1898515287026766e-07	43.466993469328585	1.1102230246251565e-15	10
v24CCCCACCACACACACACCACAACACACACCACAACACAACAAAE	24	1.944822336099856e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACACACCACACACACAACACACACACAACAAAE	24	1.83590050165214e-07	43.466993469328585	1.1102230246251565e-15	10
v24CCCCACCACACACACACCACACACACAACCAACACACAACAAAE	24	1.6513524632033838e-07	43.466993469328585	5.551115123125783e-16	10
v24CCCCACCACACACACACCACACACACAACCACAACACAACAAAE	24	1.6822489783011543e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACACACCACACACACACACAACACACAACAAAE	24	1.3359326311410447e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACACACCACACACACACACACAACACAACAAAE	24	8.552460561960748e-08	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACACACACCACACACACACACACACAACACAAABE	24	3.6393221960861684e-07	21.872676300000002	8.881784197001252e-16	10
v24CCCCACCACACACACACCACACACACACACACACACAACAAAAE	24	1.1950860359370345e-07	43.466993469328585	7.771561172376096e-16	10
v24CCCCACCACACACACACCACACACACACACCAACACAACAADEE	24	2.0099893338214474e-07	55.27909663310495	1.5543122344752192e-15	10
v24CCCCACCACACACCACACACACAACCACACACACAACAACAAAE	24	2.0183678116173994e-07	21.872676300000002	8.881784197001252e-16	10
v24CCCCACCACACACCACACACACAACCACACACACAACCAAABAE	24	6.292607086362919e-08	55.27909663310495	6.661338147750939e-16	10
v24CCCCACCACACACCACACACACACACACACAACACACAACAAAE	24	1.2708565561351843e-07	21.872676300000002	4.440892098500626e-16	10
v24CCCCACCACACACCACACACACACACACACACAACACAACAAAE	24	1.1347502441197974e-07	21.872676300000002	9.992007221626409e-16	10
v24CCCCACCACACACCACACACACACACACACACACAACAACAAAE	24	2.0272615887274657e-07	21.872676300000002	6.661338147750939e-16	10
v24CCCCACCACACACCACACACACACACACACACACACAAACAAAE	24	6.880107179519165e-08	55.27909663310495	6.661338147750939e-16	10
v24CCCCACCACACACCACACACACACACACACACACACAACAAAAE	24	8.563994475740365e-08	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACCACACACACACACCAACACACACAACAAAAE	24	1.174726189621307e-07	55.27909663310495	7.771561172376096e-16	10
v24CCCCACCACACACCACACACACACACCAACACACACAACDEAAE	24	1.737119648410298e-07	43.466993469328585	4.440892098500626e-16	10
v24CCCCACCACACACCACACACACACACCACAACACACAACAAAAE	24	1.289905160937316e-07	21.872676300000002	1.3322676295501878e-15	10
v24CCCCACCACACACCACACCACACACACAACACACAACACAAABE	24	1.2576128753914782e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACAACACACACAACAAAAE	24	2.0451429203932417e-07	43.466993469328585	1.2212453270876722e-15	10
v24CCCCACCACACACCACACCACACACACAACACCAAACACAAABE	24	1.7193284606074908e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACAACACCAACAACAAABE	24	1.694617911517514e-07	55.27909663310495	7.771561172376096e-16	10
v24CCCCACCACACACCACACCACACACACAACACCAACACAAAABE	24	1.3145146087566235e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACACAACAACACAACAAAE	24	2.0158546251604598e-07	43.466993469328585	1.1102230246251565e-15	10
v24CCCCACCACACACCACACCACACACACACAACACAACAACAAAE	24	1.3533462927709006e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACACAACACAACACAAABE	24	1.3684745649809377e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACACAACACACAACAAAAE	24	3.0763564588570985e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACACAACACACAACADEAE	24	3.3015399144434623e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACACAACCAACAACAAABE	24	2.040327606193582e-07	55.27909663310495	1.1102230246251565e-15	10
v24CCCCACCACACACCACACCACACACACACAACCACAACADAEAE	24	1.9727201632209714e-07	43.466993469328585	1.1102230246251565e-15	10
v24CCCCACCACACACCACACCACACACACACACACAACACAAAABE	24	1.364383718837064e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACACCACACCACACACACACACACAACACAAABAE	24	1.536183737264838e-07	55.27909663310495	5.551115123125783e-16	10
v24CCCCACCACACACCACACCACACACACCAACACACAACAADBEE	24	1.5693226389924207e-07	43.466993469328585	1.1102230246251565e-15	10
v24CCCCACCACACCACACACACAACCACACACACAACACAACAAAE	24	1.719341756664142e-07	21.872676300000002	3.3306690738754696e-16	10
v24CCCCACCACACCACACACACAACCACACACACAACCAACAADEE	24	7.080244269909208e-07	21.872676300000002	1.1102230246251565e-15	10
v24CCCCACCACACCACACACACACACACACACACAACACAACAAAE	24	1.195533895928575e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACCACACACACACACACACACACACAACAACAAAE	24	1.394884344076502e-07	21.872676300000002	7.771561172376096e-16	10
v24CCCCACCACACCACACACACACACACACACACACAACACAAABE	24	1.3869934134448217e-07	21.872676300000002	4.440892098500626e-16	10
v24CCCCACCACACCACACACACACACACACACACACACAACAAAAE	24	7.738007783844917e-08	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACCACACACACACACCAACACACACAACAACAAAE	24	3.2356184921089114e-07	21.872676300000002	7.771561172376096e-16	10
v24CCCCACCACACCACACACACACACCAACACACACAACCAAABAE	24	2.7283591954124746e-07	21.872676300000002	1.5543122344752192e-15	10
v24CCCCACCACACCACACACACACACCACAACACACAACCAAABAE	24	2.1665335499532056e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACCACACACCACACACAACACACAACACAACAAAE	24	1.5896707315902167e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACCACACACCACACACACAACACACAACACAAABE	24	1.5252223859391503e-07	43.466993469328585	6.661338147750939e-16	10
v24CCCCACCACACCACACACCACACACACAACACACACAACAAAAE	24	1.7879893379658346e-07	43.466993469328585	6.661338147750939e-16	10
v24CCCCACCACACCACACACCACACACACAACACCAACAACAAABE	24	1.861605703547606e-07	55.27909663310495	1.3322676295501878e-15	10
v24CCCCACCACACCACACACCACACACACACAACAACACAACAAAE	24	1.1167508065808834e-07	43.466993469328585	1.1102230246251565e-15	10
v24CCCCACCACACCACACACCACACACACACAACACAACAACAAAE	24	9.980428262100414e-08	55.27909663310495	6.661338147750939e-16	10
v24CCCCACCACACCACACACCACACACACACAACACAACACAAABE	24	1.0200903823450702e-07	55.27909663310495	1.5543122344752192e-15	10
v24CCCCACCACACCACACACCACACACACACAACACACAAACAAAE	24	1.607785757803019e-07	21.872676300000002	5.551115123125783e-16	10
v24CCCCACCACACCACACACCACACACACACAACACACAACAAAAE	24	1.5827093409921983e-07	43.466993469328585	9.992007221626409e-16	10
v24CCCCACCACACCACACACCACACACACACAACCAAACACAAABE	24	1.8825907089146865e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACCACACACCACACACACACAACCAACACAAAABE	24	1.3521267623367598e-07	55.27909663310495	4.440892098500626e-16	10
v24CCCCACCACACCACACACCACACACACACAACCAACACAADEBE	24	1.37284018252209e-07	55.27909663310495	6.661338147750939e-16	10
v24CCCCACCACACCACACACCACACACACACACACAACAAACAAAE	24	1.2288775633994418e-07	55.27909663310495	6.661338147750939e-16	10
v24CCCCACCACACCACACACCACACACACACACACAACAACAAAAE	24	1.2159400481329087e-07	55.27909663310495	5.551115123125783e-16	10
v24CCCCACCACACCACACACCACACACACACACACAACAACAAABE	24	1.2852136522633275e-07	55.27909663310495	1.5543122344752192e-15	10
v24CCCCACCACACCACACACCACACACACACACACAACACAAAABE	24	1.298231568425964e-07	55.27909663310495	1.3322676295501878e-15	10
v24CCCCACCACACCACACACCACACACACACACACACAAACAAAAE	24	1.262838644716726e-07	55.27909663310495	7.771561172376096e-16	10
v24CCCCACCACACCACACACCACACACCAACACACAACAACAAAAE	24	2.415697314796068e-07	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACACCACACACCACACACCAACACACAACAACAAABE	24	2.5724736445209957e-07	43.466993469328585	1.5543122344752192e-15	10
v24CCCCACCACACCACACACCACACACCAACACACAACAACDEAAE	24	2.097805448987327e-07	43.466993469328585	6.661338147750939e-16	10
v24CCCCACCACACCACACACCACACACCAACACACAACACADEABE	24	8.295503085151819e-08	55.27909663310495	1.5543122344752192e-15	10
v24CCCCACCACACCACCACACCACACACAACACAACACAACAAAAE	24	1.0369436176901073e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACCACCACACCACACACAACACAACACAACAADEE	24	1.1732871595997013e-07	55.27909663310495	9.992007221626409e-16	10
v24CCCCACCACACCACCACACCACACACAACACAACCAAACAADEE	24	1.525867974978394e-07	43.466993469328585	6.661338147750939e-16	10
v24CCCCACCACACCACCACACCACACACAACACAACCAACAAADEE	24	1.0954757745538901e-07	55.27909663310495	8.881784197001252e-16	10
v24CCCCACCACACCACCACACCACACACAACACACACAAACAAAAE	24	1.2818616944476973e-07	55.27909663310495	1.1102230246251565e-15	10
v24CCCCACCACACCACCACACCACACACAACCAAACCAAACAADEE	24	1.5816487437650782e-07	55.27909663310495	7.771561172376096e-16	10
v24CCCCACCACACCACCACACCACACACACACAACACAACAAADEE	24	2.0347011929851626e-07	21.872676300000002	1.3322676295501878e-15	10
v24CCCCACCACCACACCACACACACAACACACACACACAACAAAAE	24	8.896234806150861e-08	21.872676300000002	8.881784197001252e-16	10
v24CCCCACCACCACACCACACACACACACACAACACAACAACAAAE	24	9.794098629490404e-08	55.27909663310495	1.5543122344752192e-15	10
v24CCCCACCACCACACCACACACACACACACAACACAACACAAABE	24	1.0018985695909081e-07	55.27909663310495	4.440892098500626e-16	10
v24CCCCACCACCACACCACACACACACACACAACACACAACAAAAE	24	1.7365486233542553e-07	43.466993469328585	7.771561172376096e-16	10
v24CCCCACCACCACACCACACACACACACACACAACAACAACAAAE	24	9.511327830440342e-08	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACCACACCACACACACACACACACAACACAACAADEE	24	9.530905448451589e-08	55.27909663310495	1.1102230246251565e-15	10
v24CCCCACCACCACACCACACACACACACACCAACACACAAAABBE	24	1.0452251394263854e-07	55.27909663310495	5.551115123125783e-16	10
v24CCCCACCACCACACCACACACACACACACCACAACACAAAABAE	24	9.755386594370835e-08	55.27909663310495	1.1102230246251565e-15	10
v24CCCCACCACCACACCACACACACCAACACACAACAACAACAAAE	24	7.846806728529048e-08	55.27909663310495	6.661338147750939e-16	10
v24CCCCACCACCACACCACACACACCAACACACAACAACCAAABAE	24	8.768259379470791e-08	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACCACACCACACACACCAACACACACAAACCAAABAE	24	9.158495850082875e-08	43.466993469328585	3.3306690738754696e-16	10
v24CCCCACCACCACACCACACACACCAACACCACAACACADBEABE	24	1.3528553164383827e-07	43.466993469328585	6.661338147750939e-16	10
v24CCCCACCACCACACCACACACACCAACACCACAACACADEABAE	24	7.771003617239156e-08	43.466993469328585	8.881784197001252e-16	10
v24CCCCACCACCACACCACACCAACACACACACAACAACAACAAAE	24	1.226680140017953e-07	55.27909663310495	1.1102230246251565e-15	10
v24CCCCACCACCACACCACACCAACACACACACAACCAACAAADEE	24	1.1829124069291013e-07	55.27909663310495	1.1102230246251565e-15	10
v24CCCCACCACCACACCACACCACACACACACAAACCAAACAADEE	24	1.2315546201140128e-07	43.466993469328585	8.881784197001252e-16	10
v252h7423d855cfebeb35	252	0.46950826644759	2.1000000000000014	7.438494264988549e-15	1
v25CCCACACACACACACACACACACACACACACACACACACACACAAE	25	5.3085765557932e-07	2.1000000000000014	9.992007221626409e-16	10
v25CCCACACACCAACACACCAACACACCAACACACCAACACACCAABE	25	4.898296908557431e-07	2.1000000000000014	1.1102230246251565e-15	10
v25CCCACACACCACACAACCACACAACCACACAACCACACAACCAABE	25	1.6052351577878158e-07	21.872676300000002	1.2212453270876722e-15	10
v25CCCACACACCACACACACCACACACAACCACACACAACCAACADEE	25	2.481925628672582e-07	21.872676300000002	7.771561172376096e-16	10
v25CCCACACACCACACACACCACACACACACACACACACAACACAABE	25	3.436703787206769e-07	21.872676300000002	1.1102230246251565e-15	10
v25CCCACACCACACACACACACACACACACACACACACACAACACAAE	25	3.0554126696880194e-07	43.466993469328585	1.2212453270876722e-15	10
v25CCCACACCACACACACACACACACACACACACACACACACACADEE	25	2.920544505069515e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCACACCACACACACCACACACAACCACACACAACACACACAAAE	25	3.318220663022046e-07	21.872676300000002	1.6653345369377348e-15	10
v25CCCACACCACACACACCACACACAACCACACACAACCAACACAAAE	25	7.140398219065708e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCACACCACACACACCACACACACACACACACAACACACACAAAE	25	7.999922474944044e-08	21.872676300000002	9.992007221626409e-16	10
v25CCCACACCACACACACCACACACACACACACACACAACACACAAAE	25	8.30127228718958e-08	43.466993469328585	1.2212453270876722e-15	10
v25CCCACACCACACACACCACACACACACACACACACAACACACADEE	25	6.766712502034909e-08	21.872676300000002	8.881784197001252e-16	10
v25CCCACACCACACACACCACACACACACCACACACADECAACACAAE	25	6.39663624346388e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCACACCACCACACAACACCACACAACACCACACAACAACACAAE	25	5.0422279405931096e-08	55.27909663310495	9.992007221626409e-16	10
v25CCCACACCACCACACACACACCACAACACACACCACAACAACAABE	25	2.83256574604077e-07	49.112965600533286	1.3322676295501878e-15	10
v25CCCACCACACACACACACACACACACACACACACACACACACAAAE	25	1.4742146771432383e-07	43.466993469328585	1.1102230246251565e-15	10
v25CCCACCACACCACACACAACCACACACAACCACACACAACACAABE	25	2.9789762041550014e-06	21.872676300000002	6.661338147750939e-16	10
v25CCCACCACACCACACACACACCACAACACACACCACAACACAAABE	25	1.0747255512078276e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCACCACACCACACACACACCACACAACACACCACACAACAAABE	25	8.014387242528761e-08	43.466993469328585	7.771561172376096e-16	10
v25CCCACCACACCACACACACACCACACACAACACACACACAACADEE	25	1.2726150494140263e-07	21.872676300000002	5.551115123125783e-16	10
v25CCCACCACACCACACACACACCACACACAACACCACACACAAAABE	25	5.263299345819449e-08	55.27909663310495	8.881784197001252e-16	10
v25CCCACCACACCACACACACACCACACACAACACCACACACAAABAE	25	5.293517596852229e-08	43.466993469328585	8.881784197001252e-16	10
v25CCCACCACACCACACACACACCACACACACAACCACACAACAAABE	25	4.909055321901399e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCACCACACCACACACACACCACACACACAACCACACACAAAABE	25	8.067715030866511e-07	21.872676300000002	1.3322676295501878e-15	10
v25CCCACCACACCACACACACACCACACACACAACCACACACAAABAE	25	3.8443712377370405e-07	21.872676300000002	6.661338147750939e-16	10
v25CCCACCACACCACACACACACCACACACACAACCACACACADEABE	25	5.122709873654471e-07	21.872676300000002	7.771561172376096e-16	10
v25CCCACCACACCACACACACACCACACACACAACCACACACADEBAE	25	4.599685679654653e-07	21.872676300000002	7.771561172376096e-16	10
v25CCCACCACACCACACACACACCACACACACACACACACACAAABAE	25	7.794197759173479e-08	43.466993469328585	6.661338147750939e-16	10
v25CCCACCACACCACACACACACCACACACACACACCACACAADAEAE	25	7.753183491941268e-08	43.466993469328585	6.661338147750939e-16	10
v25CCCACCACACCACACACACACCACACACACACACCACACADABEAE	25	7.312739015377293e-08	43.466993469328585	4.440892098500626e-16	10
v25CCCACCACACCACACCAACACCACACACAACACACACACAACADEE	25	1.267693360017502e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCACCACACCACACCAACACCACACACAACACCACACACAAAABE	25	9.508457440080791e-08	55.27909663310495	1.3322676295501878e-15	10
v25CCCACCACACCACACCAACACCACACACAACACCACACACAAABAE	25	9.540323027810887e-08	55.27909663310495	6.661338147750939e-16	10
v25CCCACCACACCACACCAACACCACACACCAACACACACAACDEABE	25	1.8263905237802265e-07	21.872676300000002	1.3322676295501878e-15	10
v25CCCACCACACCACACCAACACCACACACCAACACACACACAAAABE	25	2.0010117079694983e-07	43.466993469328585	5.551115123125783e-16	10
v25CCCACCACACCACACCAACACCACACACCAACACACACACAAABAE	25	2.1669729745074754e-07	43.466993469328585	1.2212453270876722e-15	10
v25CCCACCACACCACACCAACACCACACACCAACACACACACADEABE	25	7.252083771831375e-07	21.872676300000002	1.1102230246251565e-15	10
v25CCCACCACACCACACCAACACCACACACCAACACCACACADABEAE	25	1.5028023209757016e-07	43.466993469328585	7.771561172376096e-16	10
v25CCCACCACACCACACCAACACCACACACDEACCACACACAACADEE	25	9.110823406625963e-08	55.27909663310495	1.3322676295501878e-15	10
v25CCCACCACACCACACCACACACCACACAACACAACCACACAADEAE	25	5.800225764456524e-07	21.872676300000002	6.661338147750939e-16	10
v25CCCACCACACCACACCACACACCACACACAAACACCACACADEAAE	25	1.1037031985778875e-07	55.27909663310495	8.881784197001252e-16	10
v25CCCACCACACCACACCACACACCACACACAACAACCACACADAEAE	25	4.484276826148469e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCACCACACCACACCACACACCACACACAACACACACACADEAAE	25	1.0521655202836528e-07	55.27909663310495	8.881784197001252e-16	10
v25CCCACCACACCACACCACACACCACACACCADEACCACACAADBEE	25	5.697480267292121e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCACCACACCACACCACACACCACACACCADEACCACACAADEAE	25	2.905608122155339e-07	43.466993469328585	1.3322676295501878e-15	10
v25CCCACCACACCACACCACACACCACACACCADEACCACACADAEAE	25	2.0779536456779494e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCACCACACCACACCACACACDEACCACACACAACCAACACAAAE	25	1.7206918522219936e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCACCACCACCACACACAACACCACACACAACACACACACAABAE	25	2.0979541519285024e-07	21.872676300000002	6.661338147750939e-16	10
v25CCCACCACCACCACACACACCACACCADEACACCACACACDEAABE	25	9.831930634305486e-07	21.872676300000002	1.3322676295501878e-15	10
v25CCCACCACCACCACACACACCACACCADEACACCACACACDEABAE	25	2.8272365701152797e-07	21.872676300000002	1.1102230246251565e-15	10
v25CCCACCACCACCACACCACACCAACCACACACACAADECACAAABE	25	1.684722226808834e-07	43.466993469328585	1.1102230246251565e-15	10
v25CCCACCCACCACCACACACACACAACCACACACACACAAACADEAE	25	3.199703543938396e-07	43.466993469328585	1.1102230246251565e-15	10
v25CCCACCCACCACCACACCAACAACACCACACACCAAACACAAAABE	25	1.0201876043489498e-07	43.466993469328585	4.440892098500626e-16	10
v25CCCACCCACCACCACACCACACACCACACACACACAAAABCAAAAE	25	1.1962732261367105e-07	55.27909663310495	4.440892098500626e-16	10
v25CCCACCCACCACCCACCAACCACACDECCAACAACAACADEBCAAE	25	2.3407439463383108e-07	29.9083225384962	None	11
v25CCCCACCACACACACACACACACACACACACACACACACAACAAAE	25	1.7578560270291595e-07	21.872676300000002	7.771561172376096e-16	10
v25CCCCACCACACACACACCACACACACAACCACACACACAACAAAAE	25	2.1151585333398802e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCCACCACACACACACCACACACACACACACAACACACAACAAAE	25	1.606472278875169e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCCACCACACACACACCACACACACACACACACAACACAACAAAE	25	5.338337422272852e-07	21.872676300000002	7.771561172376096e-16	10
v25CCCCACCACACACACACCACACACACACACACACACAACAACAAAE	25	1.382178476137519e-07	21.872676300000002	1.1102230246251565e-15	10
v25CCCCACCACACACACACCACACACACACACACACACAACACAAABE	25	2.1762095965719007e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCCACCACACACACACCACACACACACACACACACACAAACAAAE	25	1.52294498530748e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCCACCACACACACACCACACACACACACACACACACAACAAAAE	25	1.3842555716330812e-07	43.466993469328585	1.5543122344752192e-15	10
v25CCCCACCACACACACACCACACACACACACCAACAACACAACAAAE	25	2.2949925958968795e-07	43.466993469328585	1.9984014443252818e-15	10
v25CCCCACCACACACACACCACACACACACACCAACACAACAACAAAE	25	1.6568538866202792e-07	43.466993469328585	1.7763568394002505e-15	10
v25CCCCACCACACACCACACACACAACCACACACACAACACAACAAAE	25	4.906062741549481e-07	21.872676300000002	1.4432899320127035e-15	10
v25CCCCACCACACACCACACACACACACACACACAACACACAACAAAE	25	2.1710691831066048e-07	21.872676300000002	1.2212453270876722e-15	10
v25CCCCACCACACACCACACACACACACACACACACAACACAACAAAE	25	3.870803723305507e-07	21.872676300000002	1.1102230246251565e-15	10
v25CCCCACCACACACCACACACACACACACACACACACAACAACAAAE	25	9.875414090038797e-08	43.466993469328585	5.551115123125783e-16	10
v25CCCCACCACACACCACACACACACACACACACACACAACACAAABE	25	1.1533921855592758e-07	21.872676300000002	1.1102230246251565e-15	10
v25CCCCACCACACACCACACACACACACACACACACACACAAACAAAE	25	1.1340143434890686e-07	21.872676300000002	4.440892098500626e-16	10
v25CCCCACCACACACCACACACACACACACACACACACACAACAAAAE	25	8.892287349538462e-08	21.872676300000002	1.6653345369377348e-15	10
v25CCCCACCACACACCACACACACACACCAACACACACAACAACAAAE	25	1.4491749678960562e-07	43.466993469328585	1.2212453270876722e-15	10
v25CCCCACCACACACCACACACACACACCAACACACACAACCAAABAE	25	2.1434079197680187e-07	55.27909663310495	1.3322676295501878e-15	10
v25CCCCACCACACACCACACACACACACCACAACACACAACACAAABE	25	1.7550779940134417e-07	21.872676300000002	6.661338147750939e-16	10
v25CCCCACCACACACCACACACACACACCACAACACACAACCAAABAE	25	1.1132524495254539e-07	43.466993469328585	5.551115123125783e-16	10
v25CCCCACCACACACCACACCACACACACAACACAACACACAACAAAE	25	1.1758822139838019e-07	55.27909663310495	1.5543122344752192e-15	10
v25CCCCACCACACACCACACCACACACACAACACACAACACAACAAAE	25	1.1708319347083217e-07	55.27909663310495	6.661338147750939e-16	10
v25CCCCACCACACACCACACCACACACACAACACACACAACAACAAAE	25	1.9685335600546338e-07	43.466993469328585	4.440892098500626e-16	10
v25CCCCACCACACACCACACCACACACACAACACCAACACACAAABBE	25	1.3124981705979175e-07	55.27909663310495	9.992007221626409e-16	10
v25CCCCACCACACACCACACCACACACACAACACCACAACACAAABAE	25	1.767768197337524e-07	55.27909663310495	1.2212453270876722e-15	10
v25CCCCACCACACACCACACCACACACACACAACACACAACACAAABE	25	4.1281737215007334e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCCACCACACACCACACCACACACACACAACACACACAACAAAAE	25	2.479661601936967e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCCACCACACACCACACCACACACACACAACCAACACACAAABBE	25	1.5227757218856962e-07	55.27909663310495	1.1102230246251565e-15	10
v25CCCCACCACACACCACACCACACACACACAACCACAACACAAABAE	25	1.710794881245543e-07	43.466993469328585	1.1102230246251565e-15	10
v25CCCCACCACACACCACACCACACACACACACACAACACAAACAAAE	25	1.6211403258280737e-07	55.27909663310495	6.661338147750939e-16	10
v25CCCCACCACACACCACACCACACACACACACACAACACAACAAAAE	25	1.9174468072468362e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCCACCACACACCACACCACACACACACACACACAACAAACAAAE	25	1.627142587177111e-07	55.27909663310495	3.3306690738754696e-16	10
v25CCCCACCACACACCACACCACACACACACACACACAACAACAAAAE	25	1.4573637160447116e-07	55.27909663310495	1.1102230246251565e-15	10
v25CCCCACCACACACCACACCACACACACACACACACAACAACAAABE	25	1.5263535863652122e-07	43.466993469328585	7.771561172376096e-16	10
v25CCCCACCACACACCACACCACACACACACACACACAACACAAAABE	25	2.166393266052887e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCCACCACACACCACACCACACACACACACACACAACACAAABAE	25	1.4911021518445178e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCCACCACACACCACACCACACACACACACACACACAAACAAAAE	25	3.1034177271935785e-07	21.872676300000002	6.661338147750939e-16	10
v25CCCCACCACACACCACACCACACACACCAACACACAACAACAAAAE	25	1.235528923649198e-07	55.27909663310495	5.551115123125783e-16	10
v25CCCCACCACACACCACACCACACACACCAACACACAACAACAAABE	25	1.3040750674284495e-07	55.27909663310495	1.1102230246251565e-15	10
v25CCCCACCACACACCACACCACACACACCAACACACAACACADEABE	25	1.8996331497688148e-07	43.466993469328585	7.771561172376096e-16	10
v25CCCCACCACACACCACACCACACACACCAACACCACAACADABEAE	25	3.0209268976710034e-07	43.466993469328585	1.2212453270876722e-15	10
v25CCCCACCACACCACACACACACACACACACACACAACACAACAAAE	25	1.9610645924982132e-07	21.872676300000002	7.771561172376096e-16	10
v25CCCCACCACACCACACACACACACACACACACACACAACAACAAAE	25	8.642809414461369e-08	43.466993469328585	4.440892098500626e-16	10
v25CCCCACCACACCACACACACACACACACACACACACAACACAAABE	25	1.0566758033076346e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCCACCACACCACACACACACACACACACACACACACAACAAAAE	25	1.4580486926860423e-07	43.466993469328585	9.992007221626409e-16	10
v25CCCCACCACACCACACACACACACCAACACACACAACCAACAADEE	25	1.2269227176833404e-06	21.872676300000002	1.1102230246251565e-15	10
v25CCCCACCACACCACACACACACACCAACACACACACACAACAAAAE	25	1.1749814136747607e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCCACCACACCACACACACACACCACAACACACAACACAACAAAE	25	2.1343239119985816e-07	43.466993469328585	5.551115123125783e-16	10
v25CCCCACCACACCACACACACACACCACACACACACAACAAACAAAE	25	1.5149558507705226e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCCACCACACCACACACACACACCACACACACACAACAACAAAAE	25	2.0932314458997398e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCCACCACACCACACACACACACCACACACACACAACAACAAABE	25	2.60118668741369e-07	21.872676300000002	8.881784197001252e-16	10
v25CCCCACCACACCACACACCACACACAACACACACACACAACAAAAE	25	1.7546620010227828e-07	43.466993469328585	6.661338147750939e-16	10
v25CCCCACCACACCACACACCACACACACAACACACAACACAACAAAE	25	1.925130767531287e-07	55.27909663310495	1.1102230246251565e-15	10
v25CCCCACCACACCACACACCACACACACAACACCAACACACAAABBE	25	1.8022788925388575e-07	43.466993469328585	8.881784197001252e-16	10
v25CCCCACCACACCACACACCACACACACAACACCACAACACAAABAE	25	1.9334272423698049e-07	55.27909663310495	8.881784197001252e-16	10
